City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
400,tubarjal,30.4999,38.216,31.48,22,0,5.1,SA,1724524459
401,vorgashor,67.5833,63.95,11.33,82,34,3.24,RU,1724524184
402,caninde,-4.3589,-39.3117,34.92,27,98,4.18,BR,1724524462
403,hekimhan,38.818,37.9312,20.74,67,100,4.84,TR,1724524463
404,omutinskiy,56.4745,67.6709,11.05,93,100,6.48,RU,1724524464
405,collie,-33.3667,116.15,8.67,86,31,2.25,AU,1724524465
406,linjiang,41.8069,126.9078,15.89,98,1,0.65,CN,1724524466
407,mouila,-1.8685,11.0559,26.07,63,43,3.37,GA,1724524468
408,talcahuano,-36.7167,-73.1167,13.82,51,0,5.66,CL,1724524469
409,forio,40.7342,13.8646,27.46,88,71,4.02,IT,1724524470
410,sur,22.5667,59.5289,31.89,56,88,4.61,OM,1724524112
411,manavalakurichi,8.1333,77.3,26.03,93,19,5.66,IN,1724524473
412,douentza,14.9951,-2.9517,30.08,54,68,5.31,ML,1724524474
413,umluj,25.0213,37.2685,31.95,61,29,1.9,SA,1724524475
414,tsiombe,-25.3,45.4833,17.57,58,0,6.89,MG,1724524476
415,ketchikan,55.3422,-131.6461,15.26,82,75,3.09,US,1724524389
416,birobidzhan,48.8,132.95,12.46,97,100,1.27,RU,1724524479
417,nagqu,31.5,92.0,3.65,67,44,1.93,CN,1724524480
418,antonio enes,-16.2325,39.9086,23.21,62,95,4.12,MZ,1724524481
419,dosso,13.049,3.1937,27.74,72,34,3.33,NE,1724524482
420,ashtabula,41.7001,-80.7665,28.25,46,0,3.09,US,1724524484
421,salzwedel,52.85,11.15,24.34,57,7,4.61,DE,1724524485
422,cidreira,-30.1811,-50.2056,12.85,60,54,5.77,BR,1724524249
423,port hedland,-20.3167,118.5667,19.03,94,0,0.0,AU,1724524487
424,cabedelo,-6.9811,-34.8339,28.37,75,4,6.8,BR,1724524488
425,popondetta,-8.7537,148.2534,21.96,96,100,1.19,PG,1724524490
426,isokyro,63.0117,22.3333,13.91,82,15,3.26,FI,1724524492
427,champerico,14.3,-91.9167,29.47,70,100,3.15,GT,1724524493
428,vila velha,-20.3297,-40.2925,28.97,73,0,8.23,BR,1724524495
429,sungai raya,0.7,108.9,25.11,89,100,1.27,ID,1724524497
430,san jose,37.3394,-121.895,24.93,50,40,3.6,US,1724524022
431,fale old settlement,-9.3852,-171.2468,27.02,82,45,8.63,TK,1724524255
432,alderetes,-26.8167,-65.1333,15.95,44,40,1.54,AR,1724524501
433,dankama,13.2978,7.7949,28.4,62,33,5.1,NG,1724524502
434,alofi,-19.0595,-169.9187,19.94,94,20,1.03,NU,1724524503
435,challapata,-18.9,-66.7667,14.52,9,62,3.2,BO,1724524504
436,mount isa,-20.7333,139.5,12.87,76,0,0.0,AU,1724524506
437,morris,40.8334,-74.5329,27.63,51,20,2.06,US,1724524440
438,auki,-8.7676,160.7034,23.65,91,100,2.01,SB,1724524509
439,mangrol,21.1167,70.1167,27.55,82,100,8.24,IN,1724524511
440,kavaratti,10.5669,72.642,26.81,87,100,5.9,IN,1724524202
441,bagula,23.3167,88.65,24.65,96,100,1.39,IN,1724524513
442,aldama,22.9167,-98.0667,33.22,44,22,3.42,MX,1724524514
443,ji'an,27.1172,114.9793,26.95,81,100,1.13,CN,1724524516
444,san antonio de pale,-1.4014,5.6325,23.59,83,0,4.04,GQ,1724524517
445,robertsport,6.7533,-11.3686,25.34,87,100,8.54,LR,1724524518
446,zag,46.9441,99.165,11.83,78,83,0.54,MN,1724524519
447,punta arenas,-53.15,-70.9167,9.06,66,0,4.63,CL,1724524186
448,qashyr,53.0675,76.1036,12.99,86,42,5.31,KZ,1724524522
449,kuanda,56.3161,116.0806,11.47,91,100,1.75,RU,1724524334
450,petrolina,-9.3986,-40.5008,32.03,31,40,3.6,BR,1724524348
451,pangoa,-12.1167,-73.0,23.51,95,100,0.96,PE,1724524525
452,zuwarah,32.9312,12.082,26.78,79,0,4.24,LY,1724524527
453,noosa heads,-26.3833,153.15,16.84,85,6,3.03,AU,1724524458
454,beyneu,45.3167,55.2,27.19,24,100,2.8,KZ,1724524529
455,evergreen,39.6333,-105.3172,26.03,34,98,2.05,US,1724524484
456,taroa,8.7058,171.2275,28.23,74,100,1.73,MH,1724524531
457,minas de marcona,-15.2119,-75.1103,18.1,49,3,5.62,PE,1724524533
458,kone,-21.0595,164.8658,14.94,91,26,1.08,NC,1724524534
459,colares,38.7992,-9.4469,25.55,69,20,9.77,PT,1724524535
460,kampung sungai ara,5.327,100.2735,25.96,78,20,0.51,MY,1724524536
461,mogok,22.9167,96.5,17.08,99,100,1.11,MM,1724524538
462,tofol,5.3248,163.0078,28.37,75,100,4.68,FM,1724524539
463,rabigh,22.7986,39.0349,31.54,76,85,7.66,SA,1724524540
464,fortaleza,-3.7227,-38.5247,30.61,73,20,8.23,BR,1724524401
465,salinopolis,-0.6136,-47.3561,28.45,72,98,7.13,BR,1724524369
466,hongjiang,27.11,109.9956,25.04,89,0,1.6,CN,1724524544
467,hlobyne,49.3878,33.2596,25.12,41,0,5.53,UA,1724524545
468,ko pha ngan,9.7578,100.0291,25.61,75,100,7.72,TH,1724524546
469,sabha,27.0377,14.4283,34.43,29,0,4.29,LY,1724524547
470,kinna,57.5073,12.6946,19.72,90,100,5.17,SE,1724524549
471,sampit,-2.5333,112.95,22.7,96,35,1.04,ID,1724524550
472,nanlong,31.3533,106.0631,28.78,65,48,0.25,CN,1724524551
473,yemetsk,63.4721,41.7941,14.6,84,53,2.45,RU,1724524552
474,fort st. john,56.2499,-120.8529,11.94,87,100,2.57,CA,1724524553
475,yeppoon,-23.1333,150.7333,19.15,91,21,2.74,AU,1724524555
476,goz beida,13.95,20.55,28.19,71,100,6.46,TD,1724524556
477,northam,51.0333,-4.2167,14.78,78,0,8.69,GB,1724524557
478,borinskoye,52.4569,39.3713,20.4,75,100,3.24,RU,1724524558
479,brisas de zicatela,15.8369,-97.0419,31.29,74,0,3.6,MX,1724524089
480,al ghayzah,16.2079,52.176,24.95,88,95,6.91,YE,1724524561
481,kirksville,40.1948,-92.5833,22.97,83,0,2.57,US,1724524358
482,badulla,6.9895,81.0557,21.92,80,100,1.73,LK,1724524563
483,khandyga,62.6667,135.6,14.92,75,90,1.41,RU,1724524159
484,vodnyy,63.5046,53.4095,12.48,73,18,2.31,RU,1724524566
485,emerald,-23.5333,148.1667,13.52,86,0,2.51,AU,1724524567
486,morant bay,17.8815,-76.4093,30.82,67,100,4.92,JM,1724524568
487,al kharijah,25.4514,30.5464,33.56,26,4,4.87,EG,1724524357
488,sendhwa,21.6833,75.1,22.19,96,100,7.46,IN,1724524571
489,lionel town,17.8101,-77.2406,31.78,57,100,5.91,JM,1724524572
490,igarka,67.4667,86.5833,8.58,78,0,3.2,RU,1724524573
491,arno,60.1167,18.6333,18.99,47,62,3.8,SE,1724524185
492,la'ie,21.6477,-157.9253,26.73,79,63,5.36,US,1724524272
493,tidjikja,18.5564,-11.4271,37.39,24,85,1.63,MR,1724524577
494,tomesti,47.1167,27.6833,25.73,34,0,3.13,RO,1724524578
495,tazacorte,28.629,-17.9293,26.19,69,75,5.14,ES,1724524579
496,tindouf,27.6711,-8.1474,42.25,12,0,5.14,DZ,1724524580
497,hammerfest,70.6634,23.6821,17.25,72,100,3.09,NO,1724524582
498,blagoveshchensk,50.2667,127.5333,16.34,100,40,3.0,RU,1724524584
499,pingliang,35.5392,106.6861,22.48,92,98,2.98,CN,1724524585
500,tual,-5.6667,132.75,25.7,90,78,8.91,ID,1724524290
501,suphan buri,14.4742,100.1222,26.85,82,100,2.06,TH,1724524588
502,port blair,11.6667,92.75,27.02,89,40,1.03,IN,1724524589
503,holualoa,19.6228,-155.9522,25.91,82,20,2.06,US,1724524266
504,puruaran,19.1,-101.5333,25.87,67,10,2.1,MX,1724524591
505,paragominas,-2.9667,-47.4833,36.11,25,99,2.58,BR,1724524593
506,ghanzi,-21.5667,21.7833,19.17,22,0,3.22,BW,1724524594
507,sena madureira,-9.0656,-68.6569,42.17,17,4,0.55,BR,1724524595
508,maragogi,-9.0122,-35.2225,25.39,70,4,4.93,BR,1724524597
509,san fernando de apure,7.8878,-67.4724,32.21,63,53,0.64,VE,1724524598
510,onguday,50.75,86.15,14.27,75,65,1.73,RU,1724524599
511,katsuura,35.1333,140.3,26.47,89,100,5.06,JP,1724524600
512,erenhot,43.6475,111.9767,19.43,48,100,3.54,CN,1724524602
513,ghat,24.9647,10.1728,38.47,21,34,4.81,LY,1724524117
514,vilyuchinsk,52.9306,158.4028,12.15,93,93,0.2,RU,1724524202
515,cozumel,20.5083,-86.9458,32.04,70,75,4.12,MX,1724524605
516,castro de rei,42.7167,-7.5667,16.77,46,0,4.17,ES,1724524606
517,birjand,32.8663,59.2211,24.26,17,0,4.12,IR,1724524608
518,calabar,4.9517,8.322,26.18,83,75,0.0,NG,1724524609
519,pauini,-7.7136,-66.9764,42.1,13,6,1.53,BR,1724524610
520,oltinko'l,40.8011,72.1634,25.23,26,19,2.49,UZ,1724524611
521,guerrero negro,27.9769,-114.0611,25.04,54,0,6.26,MX,1724524255
522,kuala belait,4.5833,114.1833,24.33,94,100,2.67,BN,1724524614
523,keminmaa,65.8596,24.8228,16.87,63,0,6.69,FI,1724524615
524,axim,4.8699,-2.2405,24.48,87,97,2.97,GH,1724524155
525,monopoli,40.9559,17.2896,27.5,60,47,3.62,IT,1724524617
526,renfrew,55.872,-4.3925,12.51,86,20,5.66,GB,1724524619
527,chebba,35.2372,11.115,27.73,57,49,5.81,TN,1724524620
528,lompoc,34.6391,-120.4579,23.07,61,0,6.17,US,1724524195
529,dillingen an der donau,48.5667,10.4833,20.14,76,0,2.97,DE,1724524622
530,luderitz,-26.6481,15.1594,14.08,88,0,4.72,NA,1724524258
531,zaozersk,69.4005,32.4476,15.33,80,100,6.21,RU,1724524626
532,batticaloa,7.7102,81.6924,27.78,75,100,3.11,LK,1724524627
533,altamira,-3.2033,-52.2064,34.05,49,75,2.57,BR,1724524629
534,anloga,5.7947,0.8973,24.99,86,76,3.76,GH,1724524630
535,imbituva,-25.23,-50.6044,14.72,83,100,2.21,BR,1724524631
536,shrewsbury,52.7101,-2.7521,16.02,58,4,5.66,GB,1724524632
537,leongatha,-38.4833,145.95,9.79,82,0,1.65,AU,1724524633
538,ntcheu,-14.8203,34.6359,15.42,79,3,2.34,MW,1724524635
539,sovetskaya gavan',48.9723,140.2878,11.27,86,9,1.44,RU,1724524636
540,aldan,58.6031,125.3894,12.38,92,100,1.59,RU,1724524637
541,whangarei,-35.7317,174.3239,7.54,99,60,0.8,NZ,1724524508
542,sao geraldo do araguaia,-6.4006,-48.555,38.11,19,10,2.22,BR,1724524640
543,hanceville,34.0607,-86.7675,32.31,33,0,2.86,US,1724524641
544,coxen hole,16.3244,-86.5366,29.6,74,75,4.12,HN,1724524642
545,pyin oo lwin,22.0333,96.4667,18.64,98,100,0.9,MM,1724524643
546,floro,61.5996,5.0328,11.98,87,75,6.17,NO,1724524645
547,ewo,-0.8725,14.8206,30.55,33,15,1.66,CG,1724524647
548,trujillo,-8.116,-79.03,17.98,82,52,4.63,PE,1724524648
549,extrema,-22.8547,-46.3183,28.61,26,97,6.32,BR,1724524649
550,ust'-uda,54.1742,103.0304,13.48,80,11,1.37,RU,1724524650
551,hovd,48.0056,91.6419,19.61,30,1,2.78,MN,1724524657
552,edd,13.9297,41.6925,30.24,68,100,1.79,ER,1724524659
553,briancon,44.9,6.65,13.56,74,0,1.82,FR,1724524660
554,itoman,26.1247,127.6694,29.21,91,40,5.14,JP,1724524098
555,el monte,34.0686,-118.0276,27.63,51,0,3.09,US,1724524663
556,ad dabbah,18.05,30.95,29.16,55,90,3.33,SD,1724524664
557,kerikeri,-35.2268,173.9474,7.69,95,15,1.16,NZ,1724524665
558,malango,-2.9627,119.9001,17.33,95,91,0.87,ID,1724524667
559,coeur d'alene,47.6777,-116.7805,19.02,58,0,1.79,US,1724524668
560,chirilagua,13.2203,-88.1386,31.83,53,100,1.21,SV,1724524669
561,labytnangi,66.6572,66.4183,10.9,89,35,2.35,RU,1724524670
562,wanning,18.8003,110.3967,26.45,88,49,3.12,CN,1724524671
563,gizo,-8.103,156.8419,26.56,82,100,8.46,SB,1724524673
564,gadzhiyevo,69.2551,33.3362,15.69,78,100,6.98,RU,1724524588
565,luganville,-15.5333,167.1667,22.23,86,100,2.0,VU,1724524617
566,broken hill,-31.95,141.4333,21.74,43,100,4.56,AU,1724524676
567,kapiri mposhi,-13.9652,28.6809,17.0,46,0,3.4,ZM,1724524677
568,ust'-ilimsk,58.0006,102.6619,12.25,83,44,1.29,RU,1724524496
569,masterton,-40.9597,175.6575,8.7,91,100,1.84,NZ,1724524680
570,minab,27.1467,57.0801,30.89,66,0,1.81,IR,1724524681
571,soio,-6.1349,12.3689,21.95,86,9,3.83,AO,1724524560
572,okhotsk,59.3833,143.3,13.09,79,0,3.57,RU,1724524273
573,lerma,42.0261,-3.7598,18.21,79,1,9.65,ES,1724524685
